phone_name,brand,os,inches,resolution,battery,battery_type,ram,announcement_date,weight,video,internal,price
vivo Y71t,Vivo,Android 11,"6.44""",1080x2400 pixels,4000,Li-Po,8GB RAM,"2021, October 21",166.3 g or 167.9 g (5.86 oz),"1080p@30fps, gyro-EIS","128GB 8GB RAM, 256GB 8GB RAM",About 110 EUR
vivo iQOO Z5x,Vivo,Android 11,"6.58""",1080x2408 pixels,5000,Li-Po,6/8GB RAM,"2021, October 20",189 g (6.67 oz),"4K@30fps, 1080p@30/60fps, gyro-EIS","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",About 320 EUR
vivo T1x,Vivo,Android 11,"6.58""",1080x2408 pixels,5000,Li-Po,6/8GB RAM,"2021, October 20",189 g (6.67 oz),"4K@30fps, 1080p@30/60fps, gyro-EIS","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",About 180 EUR
vivo T1,Vivo,Android 11,"6.67""",1080x2400 pixels,5000,Li-Po,8/12GB RAM,"2021, October 20",193 g (6.81 oz),"4K@30/60fps, 1080p@30/60fps, gyro-EIS","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",About 250 EUR
vivo Y3s (2021),Vivo,Android 11,"6.51""",720x1600 pixels,5000,Li-Po,2GB RAM,"2021, October 18",190 g (6.70 oz),1080p@30fps,32GB 2GB RAM,About 720 EUR
vivo S10e,Vivo,Android 11,"6.44""",1080x2400 pixels,4000,Li-Po,8GB RAM,"2021, October 18",175 g (6.17 oz),"4K@30fps, 1080p@30fps, gyro-EIS","128GB 8GB RAM, 256GB 8GB RAM",About 1040 EUR
vivo Y20t,Vivo,Android 11,"6.51""",720x1600 pixels,5000,Li-Po,6GB RAM,"2021, October 11",192 g (6.77 oz),1080p@30fps,64GB 6GB RAM,About 520 EUR
vivo iQOO Z5,Vivo,Android 11,"6.67""",1080x2400 pixels,5000,Li-Po,8/12GB RAM,"2021, September 23",193 g (6.81 oz),"4K@30/60fps, 1080p@30/60fps, gyro-EIS","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","₹ 15,749"
vivo Y21s,Vivo,Android 11,"6.51""",720x1600 pixels,5000,Li-Po,4/6GB RAM,"2021, September 21",182 g (6.42 oz),1080p@30fps,"128GB 4GB RAM, 128GB 6GB RAM","₹ 13,990"
vivo X70 Pro+,Vivo,Android 11,"6.78""",1440x3200 pixels,4500,Li-Po,8/12GB RAM,"2021, September 09",209 g / 213 g (7.37 oz),"8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",About 660 EUR
vivo X70 Pro,Vivo,Android 11,"6.56""",1080x2376 pixels,4450,Li-Po,8-16GB RAM,"2021, September 09",183/184/185/186 g (6.46 oz),"4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM",About 120 EUR
vivo X70,Vivo,Android 11,"6.56""",1080x2376 pixels,4400,Li-Po,8/12GB RAM,"2021, September 09",181/182 g (6.42 oz),"4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","128GB 8GB RAM, 128GB 12GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",About 500 EUR
vivo Y33s,Vivo,Android 11,"6.58""",1080x2408 pixels,5000,Li-Po,4/8GB RAM,"2021, August 24",182 g (6.42 oz),1080p@30fps,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM",About 120 EUR
vivo Y21,Vivo,Android 11,"6.51""",720x1600 pixels,5000,Li-Po,4GB RAM,"2021, August 20",182 g (6.42 oz),1080p@30fps,"64GB 4GB RAM, 128GB 4GB RAM",About 500 EUR
vivo iQOO 8 Pro,Vivo,Android 11,"6.78""",1440x3200 pixels,4500,Li-Po,8/12GB RAM,"2021, August 17",205 g (7.23 oz),"8K@30fps, 1080p@30fps, gyro-EIS","256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",About 370 EUR
vivo iQOO U3x Standard,Vivo,Android 11,"6.51""",720x1600 pixels,5000,Li-Po,4/6GB RAM,"2021, June 07",191.4 g (6.74 oz),1080p@30fps,"128GB 4GB RAM, 128GB 6GB RAM","₹ 17,700"
vivo iQOO 8,Vivo,Android 11,"6.56""",1080x2376 pixels,4350,Li-Po,8/12GB RAM,"2021, August 17",200 g (7.05 oz),"4K@30fps, 1080p@30fps","128GB 8GB RAM, 256GB 12GB RAM",About 240 EUR
vivo Y12a,Vivo,Android 11,"6.51""",720x1600 pixels,5000,Li-Po,3GB RAM,"2021, June 21",191 g (6.74 oz),1080p@30fps,32GB 3GB RAM,"₹ 18,490"
vivo S10 Pro,Vivo,Android 11,"6.44""",1080x2400 pixels,4050,Li-Po,8/12GB RAM,"2021, July 15",173 g (6.10 oz),"4K@30fps, 1080p@30fps, gyro-EIS","128GB 8GB RAM, 256GB 12GB RAM",About 650 EUR
vivo S10,Vivo,Android 11,"6.44""",1080x2400 pixels,4050,Li-Po,8/12GB RAM,"2021, July 15",173 g (6.10 oz),"4K@30fps, 1080p@30fps, gyro-EIS","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","€ 310.89 / ₹ 23,990"
vivo Y73,Vivo,Android 11,"6.44""",1080x2400 pixels,4000,Li-Po,8GB RAM,"2021, June 10",170 g (6.00 oz),"4K@30fps, 1080p@30/60fps, gyro-EIS",128GB 8GB RAM,About 230 EUR
vivo Y72 5G (India),Vivo,Android 11,"6.58""",1080x2408 pixels,5000,Li-Po,8GB RAM,"2021, July 15",185.5 g (6.56 oz),1080p@30fps,128GB 8GB RAM,About 190 EUR
vivo Y53s 4G,Vivo,Android 11,"6.58""",1080x2408 pixels,5000,Li-Po,6/8GB RAM,"2021, July 09",190 g (6.70 oz),"1080p@30fps, gyro-EIS","128GB 6GB RAM, 128GB 8GB RAM",About 460 EUR
vivo X60t Pro+,Vivo,Android 11,"6.56""",1080x2376 pixels,4200,Li-Po,8/12GB RAM,"2021, June 28",191 g (6.74 oz),"8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",About 290 EUR
vivo V21e 5G,Vivo,Android 11,"6.44""",1080x2400 pixels,4000,Li-Po,8GB RAM,"2021, June 24",165 g or 167 g (5.82 oz),"4K@30fps, 1080p@30fps, gyro-EIS",128GB 8GB RAM,About 240 EUR
vivo Y53s,Vivo,Android 11,"6.58""",1080x2408 pixels,5000,Li-Po,8GB RAM,"2021, June 09",189 g (6.67 oz),"1080p@30/60fps, gyro-EIS","128GB 8GB RAM, 256GB 8GB RAM",About 120 EUR
vivo Y70t,Vivo,Android 10,"6.53""",1080x2340 pixels,4500,Li-Po,6/8GB RAM,"2021, June 03",190 g (6.70 oz),"4K@30fps, 1080p@30/60fps; gyro-EIS","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",About 270 EUR
vivo X60s,Vivo,Android 11,"6.56""",1080x2376 pixels,4200,Li-Po,8/12GB RAM,"2021, May 24",176 g (6.21 oz),"4K@30fps, 1080p@30fps, gyro-EIS","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","€ 269.00 / £ 209.00 / ₹ 23,990"
vivo iQOO Neo5 Lite,Vivo,Android 11,"6.57""",1080x2408 pixels,4500,Li-Po,8/12GB RAM,"2021, March 24",198.3 g (6.98 oz),"4K@30fps, 1080p@30fps","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",About 320 EUR
vivo Y52 5G,Vivo,Android 11,"6.58""",1080x2408 pixels,5000,Li-Po,4GB RAM,"2021, May 18",193 g (6.81 oz),1080p@30fps,128GB 4GB RAM,About 240 EUR
vivo Y12s 2021,Vivo,Android 11,"6.51""",720x1600 pixels,5000,Li-Po,3GB RAM,"2021, May 12",191 g (6.74 oz),1080p@30fps,"32GB 3GB RAM, 64GB 3GB RAM",About 350 EUR
vivo Y52s t1,Vivo,Android 11,"6.58""",1080x2408 pixels,5000,Li-Po,8GB RAM,"2021, May 03",185.5 g (6.56 oz),1080p@30fps,"128GB 8GB RAM, 256GB 8GB RAM",About 350 EUR
vivo V21 5G,Vivo,Android 11,"6.44""",1080x2400 pixels,4000,Li-Po,8GB RAM,"2021, April 27",176 g (6.21 oz),"4K@30fps (no OIS), 1080p@30/60fps","128GB 8GB RAM, 256GB 8GB RAM",About 350 EUR
vivo V21,Vivo,Android 11,"6.44""",1080x2400 pixels,4000,Li-Po,8GB RAM,"2021, April 27",176 g (6.21 oz),"4K@30fps (no OIS), 1080p@30/60fps","128GB 8GB RAM, 256GB 8GB RAM",About 350 EUR
vivo V21e,Vivo,Android 11,"6.44""",1080x2400 pixels,4000,Li-Po,8GB RAM,"2021, April 27",171 g (6.03 oz),"4K@30fps, 1080p@30/60fps, gyro-EIS",128GB 8GB RAM,About 350 EUR
vivo iQOO 7 (India),Vivo,Android 11,"6.62""",1080x2400 pixels,4400,Li-Po,8/12GB RAM,"2021, April 26",196 g (6.91 oz),"4K@30fps, 1080p@30fps","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",About 350 EUR
