phone_name,brand,os,inches,resolution,battery,battery_type,ram,announcement_date,weight,video,internal,price
Honor 80,Honor,Android 12,"6.67""",1080x2400 pixels,4800,Li-Po,8/12GB RAM,"2022, November 23",180 g (6.35 oz),"4K@30fps, 1080p@30/60fps, gyro-EIS","256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",About 370 EUR
Honor 80 SE,Honor,Android 12,"6.67""",1080x2400 pixels,4600,Li-Po,8/12GB RAM,"2022, November 23",175 g (6.17 oz),"4K@30fps, 1080p@30/60fps","256GB 8GB RAM, 256GB 12GB RAM",About 370 EUR
Honor Magic Vs Ultimate,Honor,Android 12,"7.9""",1984x2272 pixels,5000,Li-Po,16GB RAM,"2022, November 23",265 g (9.35 oz),"4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, HDR10+",512GB 16GB RAM,About 1500 EUR
Honor Magic Vs,Honor,Android 13,"7.9""",1984x2272 pixels,5000,Li-Po,8/12GB RAM,"2022, November 23",261 g / 267 g (9.21 oz),"4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, HDR10+","256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","$ 1,379.99"
Honor Play 40 Plus,Honor,Android 12,"6.74""",720x1600 pixels,6000,Li-Po,6/8GB RAM,"2022, October 20",196 g (6.91 oz),1080p@30fps,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",About 170 EUR
Honor X40 GT,Honor,Android 12,"6.81""",1080x2388 pixels,4800,Li-Po,8/12GB RAM,"2022, October 13",199.5 g (7.05 oz),"4K@30fps, 1080p@30fps; gyro-EIS","256GB 8GB RAM, 256GB 12GB RAM",About 300 EUR
Honor Play6C,Honor,Android 11,"6.5""",720x1600 pixels,5000,Li-Po,6/8GB RAM,"2022, October 13",194 g (6.84 oz),1080p@30fps,"128GB 6GB RAM, 128GB 8GB RAM",About 150 EUR
Honor X6,Honor,Android 12,"6.5""",720x1600 pixels,5000,Li-Po,4GB RAM,"2022, September 21",194 g (6.84 oz),1080p@30fps,"64GB 4GB RAM, 128GB 4GB RAM",€ 128.75 / £ 176.07
Honor X40,Honor,Android 12,"6.67""",1080x2400 pixels,5100,Li-Po,6-12GB RAM,"2022, September 15",172 g (6.07 oz),1080p@30fps,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",About 210 EUR
Honor X8 5G,Honor,Android 11,"6.5""",720x1600 pixels,5000,Li-Po,6GB RAM,"2022, July 25",194 g (6.84 oz),1080p@30fps,128GB 6GB RAM,$ 445.00 / € 361.92
Honor X40i,Honor,Android 12,"6.7""",1080x2388 pixels,4000,Li-Po,8/12GB RAM,"2022, July 13",175 g (6.17 oz),1080p@30fps,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",About 240 EUR
Honor 70 Pro+,Honor,Android 12,"6.78""",1200x2652 pixels,4500,Li-Po,8/12GB RAM,"2022, May 30",192 g (6.77 oz),"4K@30fps, 1080p@30/60fps, gyro-EIS","256GB 8GB RAM, 256GB 12GB RAM",About 600 EUR
Honor 70 Pro,Honor,Android 12,"6.78""",1200x2652 pixels,4500,Li-Po,8/12GB RAM,"2022, May 30",192 g (6.77 oz),"4K@30fps, 1080p@30/60fps, gyro-EIS","256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",About 520 EUR
Honor 70,Honor,Android 12,"6.67""",1080x2400 pixels,4800,Li-Po,8/12GB RAM,"2022, May 30",178 g (6.28 oz),"4K@30fps, 1080p@30/60fps, gyro-EIS","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",$ 529.00 / € 195.86 / £ 299.00
Honor Play 30,Honor,Android 11,"6.5""",720x1600 pixels,5000,Li-Po,4/8GB RAM,"2022, May 10",194 g (6.84 oz),1080p@30fps,"128GB 4GB RAM, 128GB 8GB RAM",About 150 EUR
Honor Play6T Pro,Honor,Android 11,"6.7""",1080x2388 pixels,4000,Li-Po,8GB RAM,"2022, April 07",175 g (6.17 oz),1080p@30fps,"128GB 8GB RAM, 256GB 8GB RAM",About 200 EUR
Honor Play6T,Honor,Android 11,"6.74""",720x1600 pixels,5000,Li-Po,8GB RAM,"2022, April 07",198 g (6.98 oz),1080p@30fps,"128GB 8GB RAM, 256GB 8GB RAM",About 180 EUR
Honor Magic4 Lite,Honor,Android 11,"6.81""",1080x2388 pixels,4800,Li-Po,6/8GB RAM,"2022, March 23",189 g (6.67 oz),1080p@30fps,"128GB 6GB RAM, 128GB 8GB RAM",$ 375.00 / € 220.23
Honor X7,Honor,Android 11,"6.74""",720x1600 pixels,5000,Li-Po,4/6GB RAM,"2022, March 30",198 g (6.98 oz),1080p@30fps,"128GB 4GB RAM, 128GB 6GB RAM",$ 190.00 / € 135.37 / £ 191.66
Honor X9,Honor,Android 11,"6.81""",1080x2388 pixels,4800,Li-Po,8GB RAM,"2022, March 31",189 g (6.67 oz),1080p@30fps,128GB 8GB RAM,About 230 EUR
Honor X9 5G,Honor,Android 11,"6.81""",1080x2388 pixels,4800,Li-Po,8GB RAM,"2022, March 29",189 g (6.67 oz),1080p@30fps,"128GB 8GB RAM, 256GB 8GB RAM",About 240 EUR
Honor Magic4 Ultimate,Honor,Android 12,"6.81""",1312x2848 pixels,4600,Li-Po,12GB RAM,"2022, March 17",242 g (8.54 oz),"4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video",512GB 12GB RAM,About 1150 EUR
Honor X8,Honor,Android 11,"6.7""",1080x2388 pixels,4000,Li-Po,6GB RAM,"2022, March 11",177 g (6.24 oz),1080p@30fps,128GB 6GB RAM,$ 162.12 / € 193.74 / £ 219.00
Honor Magic4 Pro,Honor,Android 12,"6.81""",1312x2848 pixels,4600,Li-Po,8/12GB RAM,"2022, February 28",209 g / 215 g (7.37 oz),"4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video","256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",$ 955.00 / € 622.02 / £ 499.99
Honor Magic4,Honor,Android 12,"6.81""",1224x2664 pixels,4800,Li-Po,8/12GB RAM,"2022, February 28",199 g (7.02 oz),"4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",About 900 EUR
Honor 60 SE,Honor,Android 11,"6.67""",1080x2400 pixels,4300,Li-Ion,8/12GB RAM,"2022, February 07",175 g (6.17 oz),1080p@30fps,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",About 300 EUR
Honor Magic V,Honor,Android 12,"7.9""",1984x2272 pixels,4750,Li-Po,12GB RAM,"2022, January 10",288 g / 293 g (10.16 oz),"4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","256GB 12GB RAM, 512GB 12GB RAM",About 1400 EUR
